fold,apple_id,PL.Code,tree_id,role,split_strategy,n_trees_for_class,heldout_tree_id,class_apples,class_tree_apples_min,class_tree_apples_max
2,11.93.0.554_003_20210928_1107_39,14-001-1516,11.93.0.554,test,strict_loto,3,11.93.0.554,24,8,8
2,11.93.0.554_004_20210928_1107_46,14-001-1516,11.93.0.554,test,strict_loto,3,11.93.0.554,24,8,8
2,11.93.0.554_005_20210928_1107_55,14-001-1516,11.93.0.554,test,strict_loto,3,11.93.0.554,24,8,8
2,11.93.0.554_006_20210928_1108_01,14-001-1516,11.93.0.554,test,strict_loto,3,11.93.0.554,24,8,8
2,11.93.0.554_007_20210928_1108_09,14-001-1516,11.93.0.554,test,strict_loto,3,11.93.0.554,24,8,8
2,11.93.0.554_008_20210928_1108_16,14-001-1516,11.93.0.554,test,strict_loto,3,11.93.0.554,24,8,8
0,11.93.0.15_001_20211019_1326_58,14-001-1572,11.93.0.15,test,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.15_002_20211019_1327_09,14-001-1572,11.93.0.15,test,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.15_003_20211019_1327_17,14-001-1572,11.93.0.15,test,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.15_004_20211019_1327_25,14-001-1572,11.93.0.15,test,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.15_005_20211019_1327_33,14-001-1572,11.93.0.15,test,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.15_006_20211019_1327_40,14-001-1572,11.93.0.15,test,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.15_007_20211019_1328_01,14-001-1572,11.93.0.15,test,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.15_008_20211019_1328_11,14-001-1572,11.93.0.15,test,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.337_001_20211019_1329_47,14-001-1572,11.93.0.337,train_val,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.337_002_20211019_1329_54,14-001-1572,11.93.0.337,train_val,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.337_003_20211019_1330_02,14-001-1572,11.93.0.337,train_val,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.337_004_20211019_1330_09,14-001-1572,11.93.0.337,train_val,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.337_005_20211019_1330_17,14-001-1572,11.93.0.337,train_val,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.337_006_20211019_1330_38,14-001-1572,11.93.0.337,train_val,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.337_007_20211019_1330_50,14-001-1572,11.93.0.337,train_val,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.337_008_20211019_1330_58,14-001-1572,11.93.0.337,train_val,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.393_001_20211019_1328_28,14-001-1572,11.93.0.393,train_val,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.393_002_20211019_1328_36,14-001-1572,11.93.0.393,train_val,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.393_003_20211019_1328_44,14-001-1572,11.93.0.393,train_val,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.393_004_20211019_1328_51,14-001-1572,11.93.0.393,train_val,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.393_005_20211019_1329_00,14-001-1572,11.93.0.393,train_val,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.393_006_20211019_1329_09,14-001-1572,11.93.0.393,train_val,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.393_007_20211019_1329_18,14-001-1572,11.93.0.393,train_val,strict_loto,3,11.93.0.15,24,8,8
0,11.93.0.393_008_20211019_1329_28,14-001-1572,11.93.0.393,train_val,strict_loto,3,11.93.0.15,24,8,8
1,11.93.0.15_001_20211019_1326_58,14-001-1572,11.93.0.15,train_val,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.15_002_20211019_1327_09,14-001-1572,11.93.0.15,train_val,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.15_003_20211019_1327_17,14-001-1572,11.93.0.15,train_val,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.15_004_20211019_1327_25,14-001-1572,11.93.0.15,train_val,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.15_005_20211019_1327_33,14-001-1572,11.93.0.15,train_val,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.15_006_20211019_1327_40,14-001-1572,11.93.0.15,train_val,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.15_007_20211019_1328_01,14-001-1572,11.93.0.15,train_val,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.15_008_20211019_1328_11,14-001-1572,11.93.0.15,train_val,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.337_001_20211019_1329_47,14-001-1572,11.93.0.337,test,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.337_002_20211019_1329_54,14-001-1572,11.93.0.337,test,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.337_003_20211019_1330_02,14-001-1572,11.93.0.337,test,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.337_004_20211019_1330_09,14-001-1572,11.93.0.337,test,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.337_005_20211019_1330_17,14-001-1572,11.93.0.337,test,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.337_006_20211019_1330_38,14-001-1572,11.93.0.337,test,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.337_007_20211019_1330_50,14-001-1572,11.93.0.337,test,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.337_008_20211019_1330_58,14-001-1572,11.93.0.337,test,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.393_001_20211019_1328_28,14-001-1572,11.93.0.393,train_val,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.393_002_20211019_1328_36,14-001-1572,11.93.0.393,train_val,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.393_003_20211019_1328_44,14-001-1572,11.93.0.393,train_val,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.393_004_20211019_1328_51,14-001-1572,11.93.0.393,train_val,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.393_005_20211019_1329_00,14-001-1572,11.93.0.393,train_val,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.393_006_20211019_1329_09,14-001-1572,11.93.0.393,train_val,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.393_007_20211019_1329_18,14-001-1572,11.93.0.393,train_val,strict_loto,3,11.93.0.337,24,8,8
1,11.93.0.393_008_20211019_1329_28,14-001-1572,11.93.0.393,train_val,strict_loto,3,11.93.0.337,24,8,8
2,11.93.0.15_001_20211019_1326_58,14-001-1572,11.93.0.15,train_val,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.15_002_20211019_1327_09,14-001-1572,11.93.0.15,train_val,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.15_003_20211019_1327_17,14-001-1572,11.93.0.15,train_val,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.15_004_20211019_1327_25,14-001-1572,11.93.0.15,train_val,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.15_005_20211019_1327_33,14-001-1572,11.93.0.15,train_val,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.15_006_20211019_1327_40,14-001-1572,11.93.0.15,train_val,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.15_007_20211019_1328_01,14-001-1572,11.93.0.15,train_val,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.15_008_20211019_1328_11,14-001-1572,11.93.0.15,train_val,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.337_001_20211019_1329_47,14-001-1572,11.93.0.337,train_val,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.337_002_20211019_1329_54,14-001-1572,11.93.0.337,train_val,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.337_003_20211019_1330_02,14-001-1572,11.93.0.337,train_val,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.337_004_20211019_1330_09,14-001-1572,11.93.0.337,train_val,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.337_005_20211019_1330_17,14-001-1572,11.93.0.337,train_val,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.337_006_20211019_1330_38,14-001-1572,11.93.0.337,train_val,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.337_007_20211019_1330_50,14-001-1572,11.93.0.337,train_val,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.337_008_20211019_1330_58,14-001-1572,11.93.0.337,train_val,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.393_001_20211019_1328_28,14-001-1572,11.93.0.393,test,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.393_002_20211019_1328_36,14-001-1572,11.93.0.393,test,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.393_003_20211019_1328_44,14-001-1572,11.93.0.393,test,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.393_004_20211019_1328_51,14-001-1572,11.93.0.393,test,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.393_005_20211019_1329_00,14-001-1572,11.93.0.393,test,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.393_006_20211019_1329_09,14-001-1572,11.93.0.393,test,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.393_007_20211019_1329_18,14-001-1572,11.93.0.393,test,strict_loto,3,11.93.0.393,24,8,8
2,11.93.0.393_008_20211019_1329_28,14-001-1572,11.93.0.393,test,strict_loto,3,11.93.0.393,24,8,8
0,11.93.0.305_001_20211012_1140_11,14-001-1579,11.93.0.305,test,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.305_002_20211012_1140_18,14-001-1579,11.93.0.305,test,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.305_003_20211012_1140_30,14-001-1579,11.93.0.305,test,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.305_004_20211012_1140_38,14-001-1579,11.93.0.305,test,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.305_005_20211012_1140_45,14-001-1579,11.93.0.305,test,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.305_006_20211012_1140_53,14-001-1579,11.93.0.305,test,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.305_007_20211012_1141_00,14-001-1579,11.93.0.305,test,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.305_008_20211012_1141_06,14-001-1579,11.93.0.305,test,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.397_001_20211012_1138_50,14-001-1579,11.93.0.397,train_val,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.397_002_20211012_1138_57,14-001-1579,11.93.0.397,train_val,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.397_003_20211012_1139_05,14-001-1579,11.93.0.397,train_val,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.397_004_20211012_1139_13,14-001-1579,11.93.0.397,train_val,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.397_005_20211012_1139_22,14-001-1579,11.93.0.397,train_val,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.397_006_20211012_1139_34,14-001-1579,11.93.0.397,train_val,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.397_007_20211012_1139_42,14-001-1579,11.93.0.397,train_val,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.397_008_20211012_1139_50,14-001-1579,11.93.0.397,train_val,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.917_001_20211012_1141_22,14-001-1579,11.93.0.917,train_val,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.917_002_20211012_1141_28,14-001-1579,11.93.0.917,train_val,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.917_003_20211012_1141_36,14-001-1579,11.93.0.917,train_val,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.917_004_20211012_1141_42,14-001-1579,11.93.0.917,train_val,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.917_005_20211012_1141_51,14-001-1579,11.93.0.917,train_val,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.917_006_20211012_1141_59,14-001-1579,11.93.0.917,train_val,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.917_007_20211012_1142_06,14-001-1579,11.93.0.917,train_val,strict_loto,3,11.93.0.305,24,8,8
0,11.93.0.917_008_20211012_1142_14,14-001-1579,11.93.0.917,train_val,strict_loto,3,11.93.0.305,24,8,8
1,11.93.0.305_001_20211012_1140_11,14-001-1579,11.93.0.305,train_val,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.305_002_20211012_1140_18,14-001-1579,11.93.0.305,train_val,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.305_003_20211012_1140_30,14-001-1579,11.93.0.305,train_val,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.305_004_20211012_1140_38,14-001-1579,11.93.0.305,train_val,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.305_005_20211012_1140_45,14-001-1579,11.93.0.305,train_val,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.305_006_20211012_1140_53,14-001-1579,11.93.0.305,train_val,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.305_007_20211012_1141_00,14-001-1579,11.93.0.305,train_val,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.305_008_20211012_1141_06,14-001-1579,11.93.0.305,train_val,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.397_001_20211012_1138_50,14-001-1579,11.93.0.397,test,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.397_002_20211012_1138_57,14-001-1579,11.93.0.397,test,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.397_003_20211012_1139_05,14-001-1579,11.93.0.397,test,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.397_004_20211012_1139_13,14-001-1579,11.93.0.397,test,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.397_005_20211012_1139_22,14-001-1579,11.93.0.397,test,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.397_006_20211012_1139_34,14-001-1579,11.93.0.397,test,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.397_007_20211012_1139_42,14-001-1579,11.93.0.397,test,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.397_008_20211012_1139_50,14-001-1579,11.93.0.397,test,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.917_001_20211012_1141_22,14-001-1579,11.93.0.917,train_val,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.917_002_20211012_1141_28,14-001-1579,11.93.0.917,train_val,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.917_003_20211012_1141_36,14-001-1579,11.93.0.917,train_val,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.917_004_20211012_1141_42,14-001-1579,11.93.0.917,train_val,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.917_005_20211012_1141_51,14-001-1579,11.93.0.917,train_val,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.917_006_20211012_1141_59,14-001-1579,11.93.0.917,train_val,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.917_007_20211012_1142_06,14-001-1579,11.93.0.917,train_val,strict_loto,3,11.93.0.397,24,8,8
1,11.93.0.917_008_20211012_1142_14,14-001-1579,11.93.0.917,train_val,strict_loto,3,11.93.0.397,24,8,8
2,11.93.0.305_001_20211012_1140_11,14-001-1579,11.93.0.305,train_val,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.305_002_20211012_1140_18,14-001-1579,11.93.0.305,train_val,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.305_003_20211012_1140_30,14-001-1579,11.93.0.305,train_val,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.305_004_20211012_1140_38,14-001-1579,11.93.0.305,train_val,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.305_005_20211012_1140_45,14-001-1579,11.93.0.305,train_val,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.305_006_20211012_1140_53,14-001-1579,11.93.0.305,train_val,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.305_007_20211012_1141_00,14-001-1579,11.93.0.305,train_val,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.305_008_20211012_1141_06,14-001-1579,11.93.0.305,train_val,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.397_001_20211012_1138_50,14-001-1579,11.93.0.397,train_val,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.397_002_20211012_1138_57,14-001-1579,11.93.0.397,train_val,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.397_003_20211012_1139_05,14-001-1579,11.93.0.397,train_val,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.397_004_20211012_1139_13,14-001-1579,11.93.0.397,train_val,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.397_005_20211012_1139_22,14-001-1579,11.93.0.397,train_val,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.397_006_20211012_1139_34,14-001-1579,11.93.0.397,train_val,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.397_007_20211012_1139_42,14-001-1579,11.93.0.397,train_val,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.397_008_20211012_1139_50,14-001-1579,11.93.0.397,train_val,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.917_001_20211012_1141_22,14-001-1579,11.93.0.917,test,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.917_002_20211012_1141_28,14-001-1579,11.93.0.917,test,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.917_003_20211012_1141_36,14-001-1579,11.93.0.917,test,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.917_004_20211012_1141_42,14-001-1579,11.93.0.917,test,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.917_005_20211012_1141_51,14-001-1579,11.93.0.917,test,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.917_006_20211012_1141_59,14-001-1579,11.93.0.917,test,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.917_007_20211012_1142_06,14-001-1579,11.93.0.917,test,strict_loto,3,11.93.0.917,24,8,8
2,11.93.0.917_008_20211012_1142_14,14-001-1579,11.93.0.917,test,strict_loto,3,11.93.0.917,24,8,8
0,11.93.0.1043_001_20210831_1110_00,14-001-1586,11.93.0.1043,test,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.1043_002_20210831_1110_06,14-001-1586,11.93.0.1043,test,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.1043_003_20210831_1110_13,14-001-1586,11.93.0.1043,test,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.1043_004_20210831_1110_20,14-001-1586,11.93.0.1043,test,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.1043_005_20210831_1110_28,14-001-1586,11.93.0.1043,test,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.1043_006_20210831_1110_34,14-001-1586,11.93.0.1043,test,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.1043_007_20210831_1110_41,14-001-1586,11.93.0.1043,test,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.1043_008_20210831_1110_49,14-001-1586,11.93.0.1043,test,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.1218_001_20210831_1106_55,14-001-1586,11.93.0.1218,train_val,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.1218_002_20210831_1107_01,14-001-1586,11.93.0.1218,train_val,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.1218_003_20210831_1107_14,14-001-1586,11.93.0.1218,train_val,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.1218_004_20210831_1107_20,14-001-1586,11.93.0.1218,train_val,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.1218_005_20210831_1107_30,14-001-1586,11.93.0.1218,train_val,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.1218_006_20210831_1107_36,14-001-1586,11.93.0.1218,train_val,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.1218_007_20210831_1107_52,14-001-1586,11.93.0.1218,train_val,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.1218_008_20210831_1107_58,14-001-1586,11.93.0.1218,train_val,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.584_001_20210831_1108_24,14-001-1586,11.93.0.584,train_val,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.584_002_20210831_1108_30,14-001-1586,11.93.0.584,train_val,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.584_003_20210831_1108_50,14-001-1586,11.93.0.584,train_val,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.584_004_20210831_1108_56,14-001-1586,11.93.0.584,train_val,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.584_005_20210831_1109_09,14-001-1586,11.93.0.584,train_val,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.584_006_20210831_1109_15,14-001-1586,11.93.0.584,train_val,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.584_007_20210831_1109_28,14-001-1586,11.93.0.584,train_val,strict_loto,3,11.93.0.1043,24,8,8
0,11.93.0.584_008_20210831_1109_34,14-001-1586,11.93.0.584,train_val,strict_loto,3,11.93.0.1043,24,8,8
1,11.93.0.1043_001_20210831_1110_00,14-001-1586,11.93.0.1043,train_val,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.1043_002_20210831_1110_06,14-001-1586,11.93.0.1043,train_val,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.1043_003_20210831_1110_13,14-001-1586,11.93.0.1043,train_val,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.1043_004_20210831_1110_20,14-001-1586,11.93.0.1043,train_val,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.1043_005_20210831_1110_28,14-001-1586,11.93.0.1043,train_val,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.1043_006_20210831_1110_34,14-001-1586,11.93.0.1043,train_val,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.1043_007_20210831_1110_41,14-001-1586,11.93.0.1043,train_val,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.1043_008_20210831_1110_49,14-001-1586,11.93.0.1043,train_val,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.1218_001_20210831_1106_55,14-001-1586,11.93.0.1218,test,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.1218_002_20210831_1107_01,14-001-1586,11.93.0.1218,test,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.1218_003_20210831_1107_14,14-001-1586,11.93.0.1218,test,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.1218_004_20210831_1107_20,14-001-1586,11.93.0.1218,test,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.1218_005_20210831_1107_30,14-001-1586,11.93.0.1218,test,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.1218_006_20210831_1107_36,14-001-1586,11.93.0.1218,test,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.1218_007_20210831_1107_52,14-001-1586,11.93.0.1218,test,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.1218_008_20210831_1107_58,14-001-1586,11.93.0.1218,test,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.584_001_20210831_1108_24,14-001-1586,11.93.0.584,train_val,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.584_002_20210831_1108_30,14-001-1586,11.93.0.584,train_val,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.584_003_20210831_1108_50,14-001-1586,11.93.0.584,train_val,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.584_004_20210831_1108_56,14-001-1586,11.93.0.584,train_val,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.584_005_20210831_1109_09,14-001-1586,11.93.0.584,train_val,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.584_006_20210831_1109_15,14-001-1586,11.93.0.584,train_val,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.584_007_20210831_1109_28,14-001-1586,11.93.0.584,train_val,strict_loto,3,11.93.0.1218,24,8,8
1,11.93.0.584_008_20210831_1109_34,14-001-1586,11.93.0.584,train_val,strict_loto,3,11.93.0.1218,24,8,8
2,11.93.0.1043_001_20210831_1110_00,14-001-1586,11.93.0.1043,train_val,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.1043_002_20210831_1110_06,14-001-1586,11.93.0.1043,train_val,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.1043_003_20210831_1110_13,14-001-1586,11.93.0.1043,train_val,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.1043_004_20210831_1110_20,14-001-1586,11.93.0.1043,train_val,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.1043_005_20210831_1110_28,14-001-1586,11.93.0.1043,train_val,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.1043_006_20210831_1110_34,14-001-1586,11.93.0.1043,train_val,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.1043_007_20210831_1110_41,14-001-1586,11.93.0.1043,train_val,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.1043_008_20210831_1110_49,14-001-1586,11.93.0.1043,train_val,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.1218_001_20210831_1106_55,14-001-1586,11.93.0.1218,train_val,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.1218_002_20210831_1107_01,14-001-1586,11.93.0.1218,train_val,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.1218_003_20210831_1107_14,14-001-1586,11.93.0.1218,train_val,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.1218_004_20210831_1107_20,14-001-1586,11.93.0.1218,train_val,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.1218_005_20210831_1107_30,14-001-1586,11.93.0.1218,train_val,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.1218_006_20210831_1107_36,14-001-1586,11.93.0.1218,train_val,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.1218_007_20210831_1107_52,14-001-1586,11.93.0.1218,train_val,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.1218_008_20210831_1107_58,14-001-1586,11.93.0.1218,train_val,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.584_001_20210831_1108_24,14-001-1586,11.93.0.584,test,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.584_002_20210831_1108_30,14-001-1586,11.93.0.584,test,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.584_003_20210831_1108_50,14-001-1586,11.93.0.584,test,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.584_004_20210831_1108_56,14-001-1586,11.93.0.584,test,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.584_005_20210831_1109_09,14-001-1586,11.93.0.584,test,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.584_006_20210831_1109_15,14-001-1586,11.93.0.584,test,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.584_007_20210831_1109_28,14-001-1586,11.93.0.584,test,strict_loto,3,11.93.0.584,24,8,8
2,11.93.0.584_008_20210831_1109_34,14-001-1586,11.93.0.584,test,strict_loto,3,11.93.0.584,24,8,8
0,11.93.0.1103_001_20210824_0935_19,14-001-1714,11.93.0.1103,test,strict_loto,3,11.93.0.1103,24,8,8
0,11.93.0.1103_002_20210824_0935_28,14-001-1714,11.93.0.1103,test,strict_loto,3,11.93.0.1103,24,8,8
